id,direccion,tipo,uso,superficie,ano_construccion,categoria,potencialadquisicion,noticiastate,responsable,encargostate,coordinates,zona,date_time,inmuebleimages,location,habitaciones,garaje,descripcion,ascensor,banyos,trastero,jardin,terraza,aireacondicionado,tipoagrupacion,nestedinmuebles,nestedescaleras,localizado,localizado_phone
4990,CL ASTURIAS 6 Es:1  Pl:04  Pt:27,Urbano,Residencial,119,1994,NULL,0,false,Jaime Alcon,false,"[""39.4064721697085"",""39.4091701302915"",""-0.4056438802915021"",""-0.402945919708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
4991,CL ASTURIAS 6 Es:1  Pl:04  Pt:28,Urbano,Residencial,121,1994,NULL,0,false,Jaime Alcon,false,"[""39.4064721697085"",""39.4091701302915"",""-0.4056438802915021"",""-0.402945919708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
4992,CL ASTURIAS 6 Es:1 Pl:00 Pt:02,Urbano,Comercial,101,1994,NULL,0,false,Jaime Alcon,false,"[""39.4064721697085"",""39.4091701302915"",""-0.4056438802915021"",""-0.402945919708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
4993,CL ASTURIAS 6 Es:1 Pl:00 Pt:03,Urbano,Comercial,101,1994,NULL,0,false,Jaime Alcon,false,"[""39.4064721697085"",""39.4091701302915"",""-0.4056438802915021"",""-0.402945919708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
4994,CL ASTURIAS 6 Es:1 Pl:00 Pt:04,Urbano,Comercial,93,1994,NULL,0,false,Jaime Alcon,false,"[""39.4064721697085"",""39.4091701302915"",""-0.4056438802915021"",""-0.402945919708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
4995,CL ASTURIAS 6 Es:1 Pl:00 Pt:05,Urbano,Comercial,74,1994,NULL,0,false,Jaime Alcon,false,"[""39.4064721697085"",""39.4091701302915"",""-0.4056438802915021"",""-0.402945919708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
4996,CL ASTURIAS 6 Es:1 Pl:00 Pt:06,Urbano,Comercial,69,1994,NULL,0,false,Jaime Alcon,false,"[""39.4064721697085"",""39.4091701302915"",""-0.4056438802915021"",""-0.402945919708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
4997,CL ASTURIAS 6 Es:1 Pl:00 Pt:07,Urbano,Comercial,68,1994,NULL,0,false,Jaime Alcon,false,"[""39.4064721697085"",""39.4091701302915"",""-0.4056438802915021"",""-0.402945919708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
4998,CL ASTURIAS 6 Es:1 Pl:00 Pt:08,Urbano,Oficinas,108,1994,NULL,0,false,Jaime Alcon,false,"[""39.4064721697085"",""39.4091701302915"",""-0.4056438802915021"",""-0.402945919708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
4999,CL HUELVA 3 Es:1  Pl:-1  Pt:01,Urbano,Almacén-Estacionamiento,165,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5000,CL HUELVA 3 Es:1  Pl:00  Pt:01,Urbano,Oficinas,260,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5001,CL HUELVA 3 Es:1  Pl:00  Pt:02,Urbano,Comercial,157,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5002,CL HUELVA 3 Es:1  Pl:00  Pt:03,Urbano,Almacén-Estacionamiento,219,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5003,CL HUELVA 3 Es:1  Pl:00  Pt:04,Urbano,Comercial,124,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5004,CL HUELVA 3 Es:1 Pl:00 Pt:05,Urbano,Almacén-Estacionamiento,154,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5005,CL HUELVA 3 Es:1 Pl:00 Pt:06,Urbano,Comercial,84,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5006,CL HUELVA 3 Es:1  Pl:01  Pt:01,Urbano,Residencial,110,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5007,CL HUELVA 3 Es:1  Pl:01  Pt:02,Urbano,Residencial,116,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5008,CL HUELVA 3 Es:1  Pl:01  Pt:03,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5009,CL HUELVA 3 Es:1  Pl:01  Pt:04,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5010,CL HUELVA 3 Es:1  Pl:01  Pt:05,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5011,CL HUELVA 3 Es:1  Pl:01  Pt:06,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5012,CL HUELVA 3 Es:1  Pl:01  Pt:07,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5013,CL HUELVA 3 Es:1  Pl:01  Pt:08,Urbano,Residencial,115,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5014,CL HUELVA 3 Es:1  Pl:02  Pt:09,Urbano,Residencial,110,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5015,CL HUELVA 3 Es:1  Pl:02  Pt:10,Urbano,Residencial,116,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5016,CL HUELVA 3 Es:1  Pl:02  Pt:11,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5017,CL HUELVA 3 Es:1  Pl:02  Pt:12,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5018,CL HUELVA 3 Es:1  Pl:02  Pt:13,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5019,CL HUELVA 3 Es:1  Pl:02  Pt:14,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5020,CL HUELVA 3 Es:1  Pl:02  Pt:15,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5021,CL HUELVA 3 Es:1  Pl:02  Pt:16,Urbano,Residencial,115,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5022,CL HUELVA 3 Es:1  Pl:03  Pt:17,Urbano,Residencial,110,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5023,CL HUELVA 3 Es:1  Pl:03  Pt:18,Urbano,Residencial,116,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5024,CL HUELVA 3 Es:1  Pl:03  Pt:19,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5025,CL HUELVA 3 Es:1  Pl:03  Pt:20,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5026,CL HUELVA 3 Es:1  Pl:03  Pt:21,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5027,CL HUELVA 3 Es:1  Pl:03  Pt:22,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5028,CL HUELVA 3 Es:1  Pl:03  Pt:23,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5029,CL HUELVA 3 Es:1  Pl:03  Pt:24,Urbano,Residencial,115,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5030,CL HUELVA 3 Es:1  Pl:04  Pt:25,Urbano,Residencial,110,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5031,CL HUELVA 3 Es:1  Pl:04  Pt:26,Urbano,Residencial,116,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5032,CL HUELVA 3 Es:1  Pl:04  Pt:27,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5033,CL HUELVA 3 Es:1  Pl:04  Pt:28,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5034,CL HUELVA 3 Es:1  Pl:04  Pt:29,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5035,CL HUELVA 3 Es:1  Pl:04  Pt:30,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5036,CL HUELVA 3 Es:1  Pl:04  Pt:31,Urbano,Residencial,113,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5037,CL HUELVA 3 Es:1  Pl:04  Pt:32,Urbano,Residencial,115,1995,NULL,0,false,Jaime Alcon,false,"[""39.40665466970849"",""39.40935263029149"",""-0.404960180291502"",""-0.402262219708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5038,CL TORERO ANTONIO CARPIO 2 Es:1  Pl:00  Pt:01,Urbano,Comercial,46,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5039,CL TORERO ANTONIO CARPIO 2 Es:1  Pl:00  Pt:02,Urbano,Almacén-Estacionamiento,74,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5040,CL TORERO ANTONIO CARPIO 2 Es:1 Pl:00 Pt:03,Urbano,Oficinas,139,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5041,CL TORERO ANTONIO CARPIO 2 Es:1  Pl:01  Pt:01,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5042,CL TORERO ANTONIO CARPIO 2 Es:1  Pl:01  Pt:02,Urbano,Residencial,116,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5043,CL TORERO ANTONIO CARPIO 2 Es:1  Pl:02  Pt:03,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5044,CL TORERO ANTONIO CARPIO 2 Es:1  Pl:02  Pt:04,Urbano,Residencial,116,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5045,CL TORERO ANTONIO CARPIO 2 Es:1  Pl:03  Pt:05,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5046,CL TORERO ANTONIO CARPIO 2 Es:1  Pl:03  Pt:06,Urbano,Residencial,116,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5047,CL TORERO ANTONIO CARPIO 2 Es:1  Pl:04  Pt:07,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5048,CL TORERO ANTONIO CARPIO 2 Es:1  Pl:04  Pt:08,Urbano,Residencial,116,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5049,CL TORERO ANTONIO CARPIO 2 Es:1  Pl:05  Pt:09,Urbano,Residencial,66,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5050,CL TORERO ANTONIO CARPIO 2 Es:1  Pl:05  Pt:10,Urbano,Residencial,71,1966,NULL,0,false,Jaime Alcon,false,"[""39.4044172197085"",""39.40711518029149"",""-0.404503680291502"",""-0.4018057197084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5051,CL TORERO ANTONIO CARPIO 4 Es:1  Pl:01  Pt:01,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.40448536970851"",""39.4071833302915"",""-0.4044775302915021"",""-0.401779569708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5052,CL TORERO ANTONIO CARPIO 4 Es:1  Pl:01  Pt:02,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.40448536970851"",""39.4071833302915"",""-0.4044775302915021"",""-0.401779569708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5053,CL TORERO ANTONIO CARPIO 4 Es:1  Pl:02  Pt:03,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.40448536970851"",""39.4071833302915"",""-0.4044775302915021"",""-0.401779569708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5054,CL TORERO ANTONIO CARPIO 4 Es:1  Pl:02  Pt:04,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.40448536970851"",""39.4071833302915"",""-0.4044775302915021"",""-0.401779569708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5055,CL TORERO ANTONIO CARPIO 4 Es:1  Pl:03  Pt:05,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.40448536970851"",""39.4071833302915"",""-0.4044775302915021"",""-0.401779569708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5056,CL TORERO ANTONIO CARPIO 4 Es:1  Pl:03  Pt:06,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.40448536970851"",""39.4071833302915"",""-0.4044775302915021"",""-0.401779569708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5057,CL TORERO ANTONIO CARPIO 4 Es:1  Pl:04  Pt:07,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.40448536970851"",""39.4071833302915"",""-0.4044775302915021"",""-0.401779569708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5058,CL TORERO ANTONIO CARPIO 4 Es:1  Pl:04  Pt:08,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.40448536970851"",""39.4071833302915"",""-0.4044775302915021"",""-0.401779569708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5059,CL TORERO ANTONIO CARPIO 4 Es:1  Pl:05  Pt:09,Urbano,Residencial,63,1966,NULL,0,false,Jaime Alcon,false,"[""39.40448536970851"",""39.4071833302915"",""-0.4044775302915021"",""-0.401779569708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5060,CL TORERO ANTONIO CARPIO 4 Es:1  Pl:05  Pt:10,Urbano,Residencial,74,1966,NULL,0,false,Jaime Alcon,false,"[""39.40448536970851"",""39.4071833302915"",""-0.4044775302915021"",""-0.401779569708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5061,CL TORERO ANTONIO CARPIO 6 Es:1  Pl:01  Pt:01,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4045186197085"",""39.4072165802915"",""-0.404417780291502"",""-0.401719819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5062,CL TORERO ANTONIO CARPIO 6 Es:1  Pl:01  Pt:02,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4045186197085"",""39.4072165802915"",""-0.404417780291502"",""-0.401719819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5063,CL TORERO ANTONIO CARPIO 6 Es:1  Pl:02  Pt:03,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4045186197085"",""39.4072165802915"",""-0.404417780291502"",""-0.401719819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5064,CL TORERO ANTONIO CARPIO 6 Es:1  Pl:02  Pt:04,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4045186197085"",""39.4072165802915"",""-0.404417780291502"",""-0.401719819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5065,CL TORERO ANTONIO CARPIO 6 Es:1  Pl:03  Pt:05,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4045186197085"",""39.4072165802915"",""-0.404417780291502"",""-0.401719819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5066,CL TORERO ANTONIO CARPIO 6 Es:1  Pl:03  Pt:06,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4045186197085"",""39.4072165802915"",""-0.404417780291502"",""-0.401719819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5067,CL TORERO ANTONIO CARPIO 6 Es:1  Pl:04  Pt:07,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4045186197085"",""39.4072165802915"",""-0.404417780291502"",""-0.401719819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
5068,CL TORERO ANTONIO CARPIO 6 Es:1  Pl:04  Pt:08,Urbano,Residencial,91,1966,NULL,0,false,Jaime Alcon,false,"[""39.4045186197085"",""39.4072165802915"",""-0.404417780291502"",""-0.401719819708498""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
